SA22023_CODE,SA22023,Type,SA22018_CODE,SA22018
217201,Whalers Gate,Many To Many Map,216400,Omata
217201,Whalers Gate,Many To Many Map,217200,Whalers Gate
217300,Strandon,Simple Map,217300,Strandon
217400,Westown,Simple Map,217400,Westown
217501,Bell Block West,Many To Many Map,217500,Bell Block West
217502,Bell Block Central,Many To Many Map,217600,Bell Block East
217502,Bell Block Central,Many To Many Map,217500,Bell Block West
217601,Bell Block East-Puketapu,Many To Many Map,217600,Bell Block East
217701,Waiwhakaiho-Bell Block South,Many To Many Map,218400,Fitzroy-Glen Avon
217701,Waiwhakaiho-Bell Block South,Many To Many Map,217700,Waiwhakaiho-Bell Block South
217800,Lower Vogeltown,Simple Map,217800,Lower Vogeltown
217901,Hurdon,Many To Many Map,217900,Hurdon
217901,Hurdon,Many To Many Map,216400,Omata
218001,Frankleigh Park,Many To Many Map,216400,Omata
218001,Frankleigh Park,Many To Many Map,218000,Frankleigh Park
218100,Merrilands,Simple Map,218100,Merrilands
218201,Ferndale,Many To Many Map,218200,Ferndale
218201,Ferndale,Many To Many Map,216400,Omata
218301,Welbourn,Many To Many Map,218400,Fitzroy-Glen Avon
218301,Welbourn,Many To Many Map,218300,Welbourn
218401,Fitzroy (New Plymouth District),Many To Many Map,218400,Fitzroy-Glen Avon
218402,Glen Avon,Many To Many Map,218400,Fitzroy-Glen Avon
218500,Waitara West,Simple Map,218500,Waitara West
218600,Upper Vogeltown,Simple Map,218600,Upper Vogeltown
218700,Highlands Park (New Plymouth District),Simple Map,218700,Highlands Park (New Plymouth District)
218801,Paraite,Many To Many Map,218400,Fitzroy-Glen Avon
218801,Paraite,Many To Many Map,218800,Paraite
218901,Waitara East,Many To Many Map,218900,Waitara East
218901,Waitara East,Many To Many Map,219400,Tikorangi
219000,Lepperton-Brixton,Simple Map,219000,Lepperton-Brixton
219100,Mangorei,Simple Map,219100,Mangorei
219200,Mount Messenger,Simple Map,219200,Mount Messenger
219301,Mangaoraka,Many To Many Map,218400,Fitzroy-Glen Avon
219301,Mangaoraka,Many To Many Map,219300,Mangaoraka
219401,Tikorangi,Many To Many Map,219400,Tikorangi
219501,Everett Park,Many To Many Map,219500,Everett Park
219601,Inglewood,Many To Many Map,219500,Everett Park
219601,Inglewood,Many To Many Map,219600,Inglewood
219700,Tarata,Simple Map,219700,Tarata
219800,Pembroke,Simple Map,219800,Pembroke
219900,Douglas,Simple Map,219900,Douglas
220001,Toko,Many To Many Map,220000,Toko
220101,Stratford North,Many To Many Map,220000,Toko
220101,Stratford North,Many To Many Map,220100,Stratford North
220200,Whangamomona,Simple Map,220200,Whangamomona
220301,Stratford Central,Many To Many Map,220300,Stratford Central
220301,Stratford Central,Many To Many Map,220000,Toko
220400,Stratford South,Simple Map,220400,Stratford South
220501,Parihaka,Simple Map,220500,Cape Egmont
220600,Taungatara,Simple Map,220600,Taungatara
220700,Opunake,Simple Map,220700,Opunake
220800,Kaponga-Mangatoki,Simple Map,220800,Kaponga-Mangatoki
220901,Manaia,Many To One Map,220900,Manaia-Kapuni
220902,Kapuni,Many To One Map,220900,Manaia-Kapuni
221001,Eltham,Many To Many Map,221200,Te Roti-Moeroa
221001,Eltham,Many To Many Map,221000,Eltham
221100,Okaiawa,Simple Map,221100,Okaiawa
221201,Te Roti-Moeroa,Many To Many Map,221200,Te Roti-Moeroa
221301,Hawera West,Simple Map,221300,Egmont Showgrounds
221401,Normanby (South Taranaki District),Many To One Map,221400,Normanby-Tawhiti
221402,Tawhiti,Many To One Map,221400,Normanby-Tawhiti
221500,Ohangai,Simple Map,221500,Ohangai
221600,Turuturu,Simple Map,221600,Turuturu
221700,King Edward Park,Simple Map,221700,King Edward Park
221800,Ramanui,Simple Map,221800,Ramanui
221900,Hawera Central,Simple Map,221900,Hawera Central
222000,Mangawhio,Simple Map,222000,Mangawhio
222101,Manutahi-Waitotora,Many To Many Map,222100,Manutahi-Waitotora
222201,Patea,Many To Many Map,222100,Manutahi-Waitotora
222201,Patea,Many To Many Map,222200,Patea
222300,Otangiwai-Ohura,Simple Map,222300,Otangiwai-Ohura
222400,Ngapuke,Simple Map,222400,Ngapuke
222500,Taumarunui North,Simple Map,222500,Taumarunui North
222600,Taumarunui Central,Simple Map,222600,Taumarunui Central
222700,Taumarunui East,Simple Map,222700,Taumarunui East
222800,National Park,Simple Map,222800,National Park
222900,Tangiwai,Simple Map,222900,Tangiwai
223000,Raetihi,Simple Map,223000,Raetihi
223100,Ohakune,Simple Map,223100,Ohakune
223200,Waiouru,Simple Map,223200,Waiouru
223300,Upper Whanganui,Simple Map,223300,Upper Whanganui
223400,Mowhanau,Simple Map,223400,Mowhanau
223501,Brunswick-Papaiti,Many To Many Map,223500,Brunswick-Papaiti
223600,Castlecliff West,Simple Map,223600,Castlecliff West
223701,Otamatea (Whanganui District),Many To Many Map,223500,Brunswick-Papaiti
223701,Otamatea (Whanganui District),Many To Many Map,223700,Otamatea (Whanganui District)
223800,Castlecliff East,Many To Many Map,223800,Castlecliff East
223800,Castlecliff East,Many To Many Map,224700,Balgownie
223901,Springvale North,Many To Many Map,223900,Springvale North
223901,Springvale North,Many To Many Map,223500,Brunswick-Papaiti
224000,Lower Aramoho,Simple Map,224000,Lower Aramoho
224100,St Johns Hill East,Simple Map,224100,St Johns Hill East
224200,St Johns Hill West,Simple Map,224200,St Johns Hill West
224301,Titoki,Many To Many Map,224300,Titoki
224401,Springvale West,Many To Many Map,224300,Titoki
224401,Springvale West,Many To Many Map,224400,Springvale West
224500,Springvale East,Simple Map,224500,Springvale East
224600,Upper Aramoho,Simple Map,224600,Upper Aramoho
224700,Balgownie,Many To Many Map,224300,Titoki
224700,Balgownie,Many To Many Map,224700,Balgownie
224800,Laird Park,Simple Map,224800,Laird Park
224900,Wembley Park,Simple Map,224900,Wembley Park
225000,College Estate,Simple Map,225000,College Estate
225100,Whanganui East-Williams Domain,Simple Map,225100,Whanganui East-Williams Domain
225200,Gonville West,Simple Map,225200,Gonville West
225300,Gonville North,Simple Map,225300,Gonville North
225400,Cornmarket,Simple Map,225400,Cornmarket
225500,Whanganui East-Riverlands,Simple Map,225500,Whanganui East-Riverlands
225600,Kaitoke-Fordell,Simple Map,225600,Kaitoke-Fordell
225700,Whanganui Central,Simple Map,225700,Whanganui Central
225800,Gonville South,Simple Map,225800,Gonville South
225900,Bastia-Durie Hill,Simple Map,225900,Bastia-Durie Hill
226000,Putiki,Simple Map,226000,Putiki
226100,Mokai Patea,Simple Map,226100,Mokai Patea
226200,Ngamatea,Simple Map,226200,Ngamatea
226300,Turakina,Simple Map,226300,Turakina
226400,Otairi,Simple Map,226400,Otairi
226500,Taihape,Simple Map,226500,Taihape
226601,Marton Rural,Many To Many Map,226700,Marton North
226601,Marton Rural,Many To Many Map,226600,Marton Rural
226701,Marton North,Many To Many Map,226700,Marton North
226800,Parewanui,Simple Map,226800,Parewanui
226900,Marton South,Simple Map,226900,Marton South
227000,Bulls,Simple Map,227000,Bulls
227100,Kiwitea,Simple Map,227100,Kiwitea
227200,Tokorangi,Simple Map,227200,Tokorangi
227300,Ohakea-Sanson,Simple Map,227300,Ohakea-Sanson
227400,Oroua Downs,Simple Map,227400,Oroua Downs
227500,Awahuri,Many To Many Map,227500,Awahuri
227600,Pohangina-Apiti,Simple Map,227600,Pohangina-Apiti
227700,Mount Taylor,Simple Map,227700,Mount Taylor
227800,Taikorea,Simple Map,227800,Taikorea
227900,Makino,Simple Map,227900,Makino
228000,Sandon,Simple Map,228000,Sandon
228100,Kimbolton North,Simple Map,228100,Kimbolton North
228200,Warwick,Simple Map,228200,Warwick
228300,Kimbolton West,Simple Map,228300,Kimbolton West
228400,Feilding Central,Many To Many Map,227500,Awahuri
228400,Feilding Central,Many To Many Map,228400,Feilding Central
228500,Kimbolton South,Simple Map,228500,Kimbolton South
228600,Kauwhata,Simple Map,228600,Kauwhata
228700,Taonui,Simple Map,228700,Taonui
228800,Newbury,Simple Map,228800,Newbury
228901,Palmerston North Airport,Many To Many Map,228900,Palmerston North Airport
229001,Milson North,Many To Many Map,228900,Palmerston North Airport
229001,Milson North,Many To Many Map,229000,Milson North
229100,Cloverlea (Palmerston North City),Simple Map,229100,Cloverlea (Palmerston North City)
229201,Tremaine,Many To Many Map,229200,Tremaine
229300,Milson South,Simple Map,229300,Milson South
229400,Whakarongo,Simple Map,229400,Whakarongo
229500,Westbrook,Simple Map,229500,Westbrook
229600,Takaro North,Simple Map,229600,Takaro North
229700,Pioneer West,Simple Map,229700,Pioneer West
229800,Palmerston North Hospital,Simple Map,229800,Palmerston North Hospital
229900,Highbury East,Simple Map,229900,Highbury East
230000,Park West,Simple Map,230000,Park West
230100,Takaro South,Simple Map,230100,Takaro South
230200,Roslyn (Palmerston North City),Simple Map,230200,Roslyn (Palmerston North City)
230300,Kelvin Grove West,Simple Map,230300,Kelvin Grove West
230400,Kelvin Grove North,Simple Map,230400,Kelvin Grove North
230500,Papaioea North,Simple Map,230500,Papaioea North
230600,Palmerston North Central,Simple Map,230600,Palmerston North Central
230700,Awapuni North,Simple Map,230700,Awapuni North
230800,Terrace End,Simple Map,230800,Terrace End
230900,Maraetarata,Simple Map,230900,Maraetarata
231000,Papaioea South,Simple Map,231000,Papaioea South
231101,Royal Oak (Palmerston North City),Many To Many Map,229200,Tremaine
231101,Royal Oak (Palmerston North City),Many To Many Map,231100,Royal Oak (Palmerston North City)
231200,West End,Simple Map,231200,West End
231300,Awapuni South,Simple Map,231300,Awapuni South
231400,Milverton,Simple Map,231400,Milverton
231500,Ruamahanga,Simple Map,231500,Ruamahanga
231600,Esplanade,Simple Map,231600,Esplanade
231700,Hokowhitu Central,Simple Map,231700,Hokowhitu Central
231800,Hokowhitu East,Simple Map,231800,Hokowhitu East
231900,Turitea,Simple Map,231900,Turitea
232000,Ruahine,Simple Map,232000,Ruahine
232101,Linton Camp,Many To Many Map,232100,Linton Camp
232101,Linton Camp,Many To Many Map,232500,Pihauatua
232200,Ashhurst,Simple Map,232200,Ashhurst
232300,Hokowhitu South,Simple Map,232300,Hokowhitu South
232400,Aokautere,Simple Map,232400,Aokautere
232501,Pihauatua,Many To Many Map,232500,Pihauatua
232601,Aokautere Rural,Many To Many Map,232500,Pihauatua
232601,Aokautere Rural,Many To Many Map,232600,Aokautere Rural
232701,Poutoa,Many To One Map,232700,Poutoa
232702,Fitzherbert,Many To One Map,232700,Poutoa
232800,Norsewood,Simple Map,232800,Norsewood
232900,Papatawa,Simple Map,232900,Papatawa
233000,Mangatainoka,Simple Map,233000,Mangatainoka
233100,Woodville,Simple Map,233100,Woodville
233200,Dannevirke West,Simple Map,233200,Dannevirke West
233300,Dannevirke East,Simple Map,233300,Dannevirke East
233400,Waitahora,Simple Map,233400,Waitahora
233500,Kaitawa,Simple Map,233500,Kaitawa
233600,Pahiatua,Simple Map,233600,Pahiatua
233700,Nireaha-Eketahuna,Simple Map,233700,Nireaha-Eketahuna
233801,Owahanga,Simple Map,233800,Owhanga
233900,Mara,Simple Map,233900,Mara
234001,Kere Kere,Many To Many Map,234300,Foxton South
234001,Kere Kere,Many To Many Map,234000,Kere Kere
234100,Foxton Beach,Simple Map,234100,Foxton Beach
234201,Foxton North,Many To Many Map,234000,Kere Kere
234201,Foxton North,Many To Many Map,234200,Foxton North
234301,Foxton South,Many To Many Map,234300,Foxton South
234400,Waitarere,Simple Map,234400,Waitarere
234500,Waikawa (Horowhenua District),Simple Map,234500,Waikawa (Horowhenua District)
234600,Miranui,Simple Map,234600,Miranui
234700,Donnelly Park,Simple Map,234700,Donnelly Park
234801,Ohau-Manakau,Many To Many Map,234800,Ohau-Manakau
234900,Kawiu South,Simple Map,234900,Kawiu South
235000,Makomako,Simple Map,235000,Makomako
235100,Kawiu North,Simple Map,235100,Kawiu North
235200,Levin Central,Simple Map,235200,Levin Central
235301,Tararua,Many To Many Map,234800,Ohau-Manakau
235301,Tararua,Many To Many Map,235300,Tararua
235400,Shannon,Simple Map,235400,Shannon
235500,Queenwood (Horowhenua District),Simple Map,235500,Queenwood (Horowhenua District)
235600,Playford Park,Simple Map,235600,Playford Park
235700,Fairfield (Horowhenua District),Simple Map,235700,Fairfield (Horowhenua District)
235800,Taitoko,Simple Map,235800,Taitoko
235900,Waiopehu,Simple Map,235900,Waiopehu
236000,Makahika,Simple Map,236000,Makahika
236100,Kimberley,Simple Map,236100,Kimberley
236200,Kapiti Island,Simple Map,236200,Kapiti Island
236300,Otaki Beach,Simple Map,236300,Otaki Beach
236401,Forest Lakes (Kapiti Coast District),Many To Many Map,236400,Forest Lakes (Kapiti Coast District)
236500,Otaki,Simple Map,236500,Otaki
236600,Te Horo,Simple Map,236600,Te Horo
236701,Waitohu,Many To Many Map,236700,Waitohu
236701,Waitohu,Many To Many Map,236400,Forest Lakes (Kapiti Coast District)
236800,Waikanae Beach,Simple Map,236800,Waikanae Beach
236900,Peka Peka,Simple Map,236900,Peka Peka
237001,Paraparaumu Beach North,Many To Many Map,237400,Otaihanga
237001,Paraparaumu Beach North,Many To Many Map,237000,Paraparaumu Beach North
237100,Paraparaumu Beach West,Simple Map,237100,Paraparaumu Beach West
237200,Waikanae Park,Simple Map,237200,Waikanae Park
237300,Paraparaumu Beach East,Simple Map,237300,Paraparaumu Beach East
237401,Otaihanga,Many To Many Map,237400,Otaihanga
237500,Paraparaumu North,Simple Map,237500,Paraparaumu North
237600,Waikanae West,Simple Map,237600,Waikanae West
237700,Otaki Forks,Simple Map,237700,Otaki Forks
237800,Paraparaumu Central,Simple Map,237800,Paraparaumu Central
237900,Maungakotukutuku,Simple Map,237900,Maungakotukutuku
238000,Raumati Beach West,Simple Map,238000,Raumati Beach West
238100,Waikanae East,Simple Map,238100,Waikanae East
238200,Tararua Forest Park,Simple Map,238200,Tararua Forest Park
238300,Raumati Beach East,Simple Map,238300,Raumati Beach East
238400,Paraparaumu East,Simple Map,238400,Paraparaumu East
238500,Raumati South,Simple Map,238500,Raumati South
238600,Paekakariki,Simple Map,238600,Paekakariki
238700,Mana Island,Simple Map,238700,Mana Island
238800,Pukerua Bay,Simple Map,238800,Pukerua Bay
238900,Paekakariki Hill,Simple Map,238900,Paekakariki Hill
239000,Plimmerton,Simple Map,239000,Plimmerton
239100,Titahi Bay North,Simple Map,239100,Titahi Bay North
239200,Titahi Bay South,Simple Map,239200,Titahi Bay South
239300,Elsdon-Takapuwahia,Simple Map,239300,Elsdon-Takapuwahia
239401,Pauatahanui,Many To Many Map,239400,Pauatahanui
239500,Onepoto,Simple Map,239500,Onepoto
239600,Camborne,Simple Map,239600,Camborne
239701,Inlet Porirua Harbour,Many To Many Map,239800,Paremata
239701,Inlet Porirua Harbour,Many To Many Map,239700,Inlet Porirua Harbour
239801,Paremata,Many To Many Map,239800,Paremata
239900,Porirua Central,Simple Map,239900,Porirua Central
240000,Papakowhai,Simple Map,240000,Papakowhai
240100,Aotea,Simple Map,240100,Aotea
240201,Postgate,Many To Many Map,240200,Postgate
240201,Postgate,Many To Many Map,240400,Whitby
240300,Ascot Park,Simple Map,240300,Ascot Park
240401,Whitby,Many To Many Map,240400,Whitby
240500,Porirua East,Simple Map,240500,Porirua East
240601,Endeavour West,Many To Many Map,239400,Pauatahanui
240601,Endeavour West,Many To Many Map,240600,Endeavour
240602,Endeavour East,Many To Many Map,240600,Endeavour
240700,Cannons Creek North,Simple Map,240700,Cannons Creek North
240801,Waitangirua Tairangi,Many To One Map,240800,Waitangirua
240802,Waitangirua Corinna,Many To One Map,240800,Waitangirua
240900,Ranui Heights,Simple Map,240900,Ranui Heights
241000,Cannons Creek East,Simple Map,241000,Cannons Creek East
241100,Cannons Creek South,Simple Map,241100,Cannons Creek South
241200,Akatarawa,Simple Map,241200,Akatarawa
241300,Riverstone Terraces,Simple Map,241300,Riverstone Terraces
241400,Heretaunga,Simple Map,241400,Heretaunga
241500,Birchville-Brown Owl,Simple Map,241500,Birchville-Brown Owl
241600,Poets Block,Simple Map,241600,Poets Block
241700,Brentwood (Upper Hutt City),Simple Map,241700,Brentwood (Upper Hutt City)
241800,Silverstream (Upper Hutt City),Simple Map,241800,Silverstream (Upper Hutt City)
241900,Elderslea,Simple Map,241900,Elderslea
242000,Trentham North,Simple Map,242000,Trentham North
242100,Totara Park,Simple Map,242100,Totara Park
242200,Trentham South,Simple Map,242200,Trentham South
242300,Mangaroa,Simple Map,242300,Mangaroa
242400,Ebdentown,Simple Map,242400,Ebdentown
242500,Wallaceville,Simple Map,242500,Wallaceville
242600,Maoribank,Simple Map,242600,Maoribank
242700,Te Marua,Simple Map,242700,Te Marua
242800,Pinehaven,Simple Map,242800,Pinehaven
242900,Clouston Park,Simple Map,242900,Clouston Park
243000,Upper Hutt Central,Simple Map,243000,Upper Hutt Central
243100,Belmont Park,Simple Map,243100,Belmont Park
243200,Maungaraki,Simple Map,243200,Maungaraki
243300,Korokoro,Simple Map,243300,Korokoro
243400,Kelson,Simple Map,243400,Kelson
243500,Normandale,Simple Map,243500,Normandale
243600,Belmont (Lower Hutt City),Simple Map,243600,Belmont (Lower Hutt City)
243700,Petone Central,Simple Map,243700,Petone Central
243800,Tirohanga,Simple Map,243800,Tirohanga
243900,Manor Park,Simple Map,243900,Manor Park
244000,Alicetown-Melling,Simple Map,244000,Alicetown-Melling
244100,Taita North,Simple Map,244100,Taita North
244200,Boulcott,Simple Map,244200,Boulcott
244300,Hutt Central North,Simple Map,244300,Hutt Central North
244400,Avalon West,Simple Map,244400,Avalon West
244500,Stokes Valley Central,Simple Map,244500,Stokes Valley Central
244600,Taita South,Simple Map,244600,Taita South
244700,Petone East,Simple Map,244700,Petone East
244800,Hutt Central South,Simple Map,244800,Hutt Central South
244900,Stokes Valley North,Simple Map,244900,Stokes Valley North
245000,Petone Esplanade,Simple Map,245000,Petone Esplanade
245100,Epuni West,Simple Map,245100,Epuni West
245200,Avalon East,Simple Map,245200,Avalon East
245300,Woburn,Simple Map,245300,Woburn
245400,Naenae Central,Simple Map,245400,Naenae Central
245500,Waterloo West,Simple Map,245500,Waterloo West
245600,Epuni East,Simple Map,245600,Epuni East
245700,Gracefield,Simple Map,245700,Gracefield
245800,Moera,Simple Map,245800,Moera
245900,Delaney,Simple Map,245900,Delaney
246001,Waiwhetu North,Many To One Map,246000,Waiwhetu
246002,Waiwhetu South,Many To One Map,246000,Waiwhetu
246100,Waterloo East,Simple Map,246100,Waterloo East
246200,Naenae North,Simple Map,246200,Naenae North
246300,Manuka,Simple Map,246300,Manuka
246400,Naenae South,Simple Map,246400,Naenae South
246500,Towai,Simple Map,246500,Towai
246600,Arakura,Simple Map,246600,Arakura
246700,Eastern Bays,Simple Map,246700,Eastern Bays
246800,Pencarrow,Simple Map,246800,Pencarrow
246900,Wainuiomata West,Simple Map,246900,Wainuiomata West
247000,Glendale,Simple Map,247000,Glendale
247100,Wainuiomata Central,Simple Map,247100,Wainuiomata Central
247200,Eastbourne,Simple Map,247200,Eastbourne
247300,Homedale East,Simple Map,247300,Homedale East
247400,Homedale West,Simple Map,247400,Homedale West
247501,Makara-Ohariu,Many To Many Map,247500,Makara-Ohariu
247600,Tawa North,Simple Map,247600,Tawa North
247700,Linden,Simple Map,247700,Linden
247800,Tawa South,Simple Map,247800,Tawa South
247900,Tawa Central,Simple Map,247900,Tawa Central
248000,Grenada North,Simple Map,248000,Grenada North
248101,Churton Park North,Many To Many Map,248100,Churton Park North
248102,Glenside-Churton Park East,Many To Many Map,248300,Churton Park South
248102,Glenside-Churton Park East,Many To Many Map,248100,Churton Park North
248200,Takapu-Horokiwi,Simple Map,248200,Takapu-Horokiwi
248301,Churton Park South,Many To Many Map,247500,Makara-Ohariu
248301,Churton Park South,Many To Many Map,248300,Churton Park South
248400,Johnsonville West,Simple Map,248400,Johnsonville West
248500,Grenada Village,Simple Map,248500,Grenada Village
248600,Johnsonville North,Simple Map,248600,Johnsonville North
248701,Paparangi,Many To Many Map,248700,Paparangi
248800,Ngaio North,Simple Map,248800,Ngaio North
248900,Johnsonville Central,Simple Map,248900,Johnsonville Central
249000,Broadmeadows,Simple Map,249000,Broadmeadows
249101,Crofton Downs,Many To Many Map,249100,Crofton Downs
249101,Crofton Downs,Many To Many Map,247500,Makara-Ohariu
249200,Johnsonville South,Simple Map,249200,Johnsonville South
249300,Khandallah Reserve,Simple Map,249300,Khandallah Reserve
249401,Karori Park,Many To Many Map,250400,Karori South
249401,Karori Park,Many To Many Map,249400,Karori Park
249402,Karori West,Many To Many Map,249400,Karori Park
249501,Newlands North,Many To Many Map,249500,Newlands North
249501,Newlands North,Many To Many Map,248700,Paparangi
249600,Ngaio South,Simple Map,249600,Ngaio South
249701,Newlands South,Many To Many Map,249700,Newlands South
249702,Newlands East,Many To Many Map,249500,Newlands North
249702,Newlands East,Many To Many Map,249700,Newlands South
249800,Woodridge,Simple Map,249800,Woodridge
249900,Karori North,Simple Map,249900,Karori North
250000,Khandallah North,Simple Map,250000,Khandallah North
250100,Wilton,Simple Map,250100,Wilton
250200,Khandallah South,Simple Map,250200,Khandallah South
250300,Wadestown,Simple Map,250300,Wadestown
250401,Karori South,Many To Many Map,250400,Karori South
250500,Onslow,Simple Map,250500,Onslow
250600,Karori East,Simple Map,250600,Karori East
250700,Pipitea-Kaiwharawhara,Simple Map,250700,Pipitea-Kaiwharawhara
250800,Northland (Wellington City),Simple Map,250800,Northland (Wellington City)
250901,Thorndon North,Many To One Map,250900,Thorndon
250902,Thorndon South,Many To One Map,250900,Thorndon
251000,Wellington Botanic Gardens,Simple Map,251000,Wellington Botanic Gardens
251100,Kelburn,Simple Map,251100,Kelburn
251200,Aro Valley,Simple Map,251200,Aro Valley
251300,Wellington University,Simple Map,251300,Wellington University
251400,Wellington Central,Simple Map,251400,Wellington Central
251500,Brooklyn North,Simple Map,251500,Brooklyn North
251601,Dixon Street West,Many To One Map,251600,Dixon Street
251602,Dixon Street East,Many To One Map,251600,Dixon Street
251700,Vivian West,Simple Map,251700,Vivian West
251800,Courtenay,Simple Map,251800,Courtenay
251900,Brooklyn East,Simple Map,251900,Brooklyn East
252001,Mount Cook North,Many To One Map,252000,Mount Cook West
252002,Mount Cook South,Many To One Map,252000,Mount Cook West
252100,Vivian East,Simple Map,252100,Vivian East
252200,Brooklyn South,Simple Map,252200,Brooklyn South
252300,Oriental Bay,Simple Map,252300,Oriental Bay
252400,Mount Cook East,Simple Map,252400,Mount Cook East
252501,Mount Victoria North,Many To One Map,252500,Mount Victoria
252502,Mount Victoria South,Many To One Map,252500,Mount Victoria
252600,Roseneath,Simple Map,252600,Roseneath
252700,Owhiro Bay,Simple Map,252700,Owhiro Bay
252800,Kingston-Mornington-Vogeltown,Simple Map,252800,Kingston-Mornington-Vogeltown
252900,Newtown North,Simple Map,252900,Newtown North
253000,Newtown West,Simple Map,253000,Newtown West
253101,Hataitai North West,Many To One Map,253100,Hataitai North
253102,Hataitai North East,Many To One Map,253100,Hataitai North
253200,Evans Bay,Simple Map,253200,Evans Bay
253300,Berhampore,Simple Map,253300,Berhampore
253400,Hataitai South,Simple Map,253400,Hataitai South
253501,Maupuia,Many To Many Map,254400,Miramar Central
253501,Maupuia,Many To Many Map,253500,Maupuia
253600,Newtown South,Simple Map,253600,Newtown South
253700,Kilbirnie Central,Simple Map,253700,Kilbirnie Central
253800,Island Bay West,Simple Map,253800,Island Bay West
253900,Melrose,Simple Map,253900,Melrose
254000,Island Bay East,Simple Map,254000,Island Bay East
254100,Miramar North,Simple Map,254100,Miramar North
254200,Kilbirnie East,Simple Map,254200,Kilbirnie East
254300,Lyall Bay,Simple Map,254300,Lyall Bay
254401,Miramar Central,Many To Many Map,253500,Maupuia
254401,Miramar Central,Many To Many Map,254400,Miramar Central
254500,Southgate,Simple Map,254500,Southgate
254600,Karaka Bay-Worser Bay,Simple Map,254600,Karaka Bay-Worser Bay
254700,Houghton Bay,Simple Map,254700,Houghton Bay
254800,Miramar East,Simple Map,254800,Miramar East
254900,Miramar South,Simple Map,254900,Miramar South
255000,Rongotai,Simple Map,255000,Rongotai
255100,Strathmore (Wellington City),Simple Map,255100,Strathmore (Wellington City)
255200,Seatoun,Simple Map,255200,Seatoun
255300,Kopuaranga,Simple Map,255300,Kopuaranga
255401,Upper Plain,Many To Many Map,255400,Upper Plain
255501,Opaki,Many To Many Map,255500,Opaki
255601,Ngaumutawa,Many To Many Map,255400,Upper Plain
255601,Ngaumutawa,Many To Many Map,255600,Ngaumutawa
255700,Solway North,Simple Map,255700,Solway North
255800,Lansdowne West,Simple Map,255800,Lansdowne West
255900,Masterton Central,Simple Map,255900,Masterton Central
256000,Kuripuni,Simple Map,256000,Kuripuni
256100,Douglas Park,Simple Map,256100,Douglas Park
256200,Solway South,Simple Map,256200,Solway South
256301,Lansdowne East,Many To Many Map,256300,Lansdowne East
256301,Lansdowne East,Many To Many Map,255500,Opaki
256400,Cameron and Soldiers Park,Simple Map,256400,Cameron and Soldiers Park
256500,Whareama,Simple Map,256500,Whareama
256600,Homebush-Te Ore Ore,Simple Map,256600,Homebush-Te Ore Ore
256700,McJorrow Park,Simple Map,256700,McJorrow Park
256800,Mount Holdsworth,Simple Map,256800,Mount Holdsworth
256900,Carterton North,Simple Map,256900,Carterton North
257000,Kokotau,Simple Map,257000,Kokotau
257100,Carterton South,Simple Map,257100,Carterton South
257200,Gladstone (Carterton District),Simple Map,257200,Gladstone (Carterton District)
257300,Tauherenikau,Simple Map,257300,Tauherenikau
257400,Kahutara,Simple Map,257400,Kahutara
257500,Featherston,Simple Map,257500,Featherston
257600,Inland water Lake Wairarapa,Simple Map,257600,Inland water Lake Wairarapa
257700,Greytown,Simple Map,257700,Greytown
257801,Aorangi Forest,Many To Many Map,257800,Aorangi Forest
257901,Martinborough,Many To Many Map,257800,Aorangi Forest
257901,Martinborough,Many To Many Map,257900,Martinborough
258000,Oceanic Three Kings Islands,Simple Map,258000,Oceanic Three Kings Islands
258100,Three Kings Islands,Simple Map,258100,Three Kings Islands
258200,Oceanic Northland Region,Simple Map,258200,Oceanic Northland Region
258300,Inlet Doubtless Bay,Simple Map,258300,Inlet Doubtless Bay
258400,Inlet Kaipara Harbour North,Simple Map,258400,Inlet Kaipara Harbour North
258500,Oceanic Waikato Region East,Simple Map,258500,Oceanic Waikato Region East
258600,Inlets Waikato Region,Simple Map,258600,Inlets Waikato Region
258700,Oceanic Waikato Region West,Simple Map,258700,Oceanic Waikato Region West
258800,Oceanic Bay of Plenty Region,Simple Map,258800,Oceanic Bay of Plenty Region
258900,Islands Bay of Plenty Region,Simple Map,258900,Islands Bay of Plenty Region
259000,Oceanic Taranaki Region,Simple Map,259000,Oceanic Taranaki Region
259100,Inlet Port Taranaki,Simple Map,259100,Inlet Port Taranaki
259200,Oceanic Gisborne Region,Simple Map,259200,Oceanic Gisborne Region
259300,Oceanic Manawatu-Whanganui Region West,Simple Map,259300,Oceanic Manawatu-Wanganui Region West
259400,Oceanic Hawke's Bay Region,Simple Map,259400,Oceanic Hawke's Bay Region
259500,Inlet Port Napier,Simple Map,259500,Inlet Port Napier
259600,Oceanic Wellington Region,Simple Map,259600,Oceanic Wellington Region
259700,Inlet Wellington Harbour,Simple Map,259700,Inlet Wellington Harbour
259800,Bare Island,Simple Map,259800,Bare Island
259900,Oceanic Manawatu-Whanganui Region East,Simple Map,259900,Oceanic Manawatu-Wanganui Region East
300200,Oceanic Tasman Region,Simple Map,300200,Oceanic Tasman Region
300301,Golden Bay/Mohua,Many To Many Map,300300,Golden Bay/Mohua
300401,Inlets Golden Bay,Many To Many Map,300300,Golden Bay/Mohua
300401,Inlets Golden Bay,Many To Many Map,300400,Inlets Golden Bay
300500,Takaka,Simple Map,300500,Takaka
300601,Pohara-Abel Tasman,Many To Many Map,300400,Inlets Golden Bay
