"SA22023_V1_00","SA22023_V1_00_NAME","SA22023_V1_00_NAME_ASCII","leave_SA2","ur_address_18","edu_address_18","ur_address_23","edu_address_23"
"165302","Pukekohe North West","Pukekohe North West","1",348,246,354,345
"165302","Pukekohe North West","Pukekohe North West","total",447,345,492,483
"165400","Anselmi Ridge","Anselmi Ridge","0",72,72,90,90
"165400","Anselmi Ridge","Anselmi Ridge","1",378,177,522,165
"165400","Anselmi Ridge","Anselmi Ridge","total",456,249,615,258
"165501","Pukekohe West","Pukekohe West","0",78,78,135,135
"165501","Pukekohe West","Pukekohe West","1",669,96,735,111
"165501","Pukekohe West","Pukekohe West","total",747,174,867,243
"165502","Pukekohe South West","Pukekohe South West","0",6,6,201,201
"165502","Pukekohe South West","Pukekohe South West","1",99,-999,426,99
"165502","Pukekohe South West","Pukekohe South West","total",105,12,630,297
"165600","Cape Hill","Cape Hill","0",18,18,42,42
"165600","Cape Hill","Cape Hill","1",369,-999,342,-999
"165600","Cape Hill","Cape Hill","total",387,18,384,42
"165700","Rosa Birch Park","Rosa Birch Park","0",39,39,42,42
"165700","Rosa Birch Park","Rosa Birch Park","1",303,105,270,84
"165700","Rosa Birch Park","Rosa Birch Park","total",345,144,306,123
"165800","Rooseville Park","Rooseville Park","0",171,171,207,207
"165800","Rooseville Park","Rooseville Park","1",408,300,363,300
"165800","Rooseville Park","Rooseville Park","total",579,468,570,507
"165901","Cloverlea (Auckland)","Cloverlea (Auckland)","0",126,126,156,156
"165901","Cloverlea (Auckland)","Cloverlea (Auckland)","1",303,444,342,423
"165901","Cloverlea (Auckland)","Cloverlea (Auckland)","total",426,570,498,579
"166000","Pukekohe Central","Pukekohe Central","0",27,27,18,18
"166000","Pukekohe Central","Pukekohe Central","1",33,2118,30,2244
"166000","Pukekohe Central","Pukekohe Central","total",57,2142,51,2268
"166100","Pukekohe Hospital","Pukekohe Hospital","0",27,27,39,39
"166100","Pukekohe Hospital","Pukekohe Hospital","1",267,-999,288,27
"166100","Pukekohe Hospital","Pukekohe Hospital","total",294,30,327,66
"166200","Buckland","Buckland","0",93,93,78,78
"166200","Buckland","Buckland","1",195,408,171,447
"166200","Buckland","Buckland","total",291,504,249,522
"166301","Bombay Hills","Bombay Hills","0",186,186,177,177
"166301","Bombay Hills","Bombay Hills","1",189,336,207,357
"166301","Bombay Hills","Bombay Hills","total",375,522,384,531
"166400","Ararimu","Ararimu","0",156,156,147,147
"166400","Ararimu","Ararimu","1",312,33,354,27
"166400","Ararimu","Ararimu","total",468,186,504,177
"166500","Colville","Colville","0",75,75,90,90
"166500","Colville","Colville","1",72,42,57,51
"166500","Colville","Colville","total",147,120,147,141
"166700","Coromandel","Coromandel","0",123,123,126,126
"166700","Coromandel","Coromandel","1",60,48,51,48
"166700","Coromandel","Coromandel","total",183,174,174,171
"166900","Mercury Bay North","Mercury Bay North","0",66,66,135,135
"166900","Mercury Bay North","Mercury Bay North","1",114,30,135,24
"166900","Mercury Bay North","Mercury Bay North","total",180,96,270,156
"167000","Whitianga North","Whitianga North","0",27,27,54,54
"167000","Whitianga North","Whitianga North","1",165,6,180,15
"167000","Whitianga North","Whitianga North","total",192,36,231,69
"167101","Whitianga South","Whitianga South","0",390,390,327,327
"167101","Whitianga South","Whitianga South","1",51,411,63,426
"167101","Whitianga South","Whitianga South","total",441,798,390,750
"167102","Whitianga Waterways","Whitianga Waterways","0",21,21,15,15
"167102","Whitianga Waterways","Whitianga Waterways","1",87,18,99,21
"167102","Whitianga Waterways","Whitianga Waterways","total",108,36,111,33
"167200","Thames Coast","Thames Coast","0",111,111,81,81
"167200","Thames Coast","Thames Coast","1",84,60,75,87
"167200","Thames Coast","Thames Coast","total",195,174,156,165
"167300","Cooks Beach-Ferry Landing","Cooks Beach-Ferry Landing","0",-999,-999,6,6
"167300","Cooks Beach-Ferry Landing","Cooks Beach-Ferry Landing","1",51,-999,51,-999
"167300","Cooks Beach-Ferry Landing","Cooks Beach-Ferry Landing","total",51,-999,57,6
"167400","Mercury Bay South","Mercury Bay South","0",96,96,117,117
"167400","Mercury Bay South","Mercury Bay South","1",66,69,75,57
"167400","Mercury Bay South","Mercury Bay South","total",162,168,189,174
"167501","Kauaeranga","Kauaeranga","0",15,15,18,18
"167501","Kauaeranga","Kauaeranga","1",63,-999,84,-999
"167501","Kauaeranga","Kauaeranga","total",75,15,102,18
"167600","Thames North","Thames North","0",90,90,69,69
"167600","Thames North","Thames North","1",150,96,138,75
"167600","Thames North","Thames North","total",240,186,207,144
"167700","Thames Central","Thames Central","0",24,24,18,18
"167700","Thames Central","Thames Central","1",51,96,78,99
"167700","Thames Central","Thames Central","total",75,123,96,120
"167800","Thames South","Thames South","0",261,261,270,270
"167800","Thames South","Thames South","1",192,390,195,330
"167800","Thames South","Thames South","total",456,648,465,600
"167900","Hikuai","Hikuai","0",18,18,12,12
"167900","Hikuai","Hikuai","1",21,30,33,21
"167900","Hikuai","Hikuai","total",36,45,42,30
"168001","Totora-Kopu","Totora-Kopu","0",15,15,9,9
"168001","Totora-Kopu","Totora-Kopu","1",129,48,111,42
"168001","Totora-Kopu","Totora-Kopu","total",144,66,120,51
"168101","Tairua","Tairua","0",132,132,114,114
"168101","Tairua","Tairua","1",57,15,66,27
"168101","Tairua","Tairua","total",189,147,180,141
"168200","Pāuanui","Pauanui","0",12,12,27,27
"168200","Pāuanui","Pauanui","1",81,-999,54,-999
"168200","Pāuanui","Pauanui","total",93,15,78,27
"168300","Matatoki-Pūriri","Matatoki-Puriri","0",81,81,108,108
"168300","Matatoki-Pūriri","Matatoki-Puriri","1",108,57,93,99
"168300","Matatoki-Pūriri","Matatoki-Puriri","total",192,141,204,210
"168400","Whangamatā Rural","Whangamata Rural","0",12,12,24,24
"168400","Whangamatā Rural","Whangamata Rural","1",33,45,42,63
"168400","Whangamatā Rural","Whangamata Rural","total",48,54,66,87
"168501","Whangamatā West","Whangamata West","0",9,9,9,9
"168501","Whangamatā West","Whangamata West","1",120,-999,132,-999
"168501","Whangamatā West","Whangamata West","total",129,9,141,9
"168502","Whangamatā East","Whangamata East","0",279,279,300,300
"168502","Whangamatā East","Whangamata East","1",33,156,45,237
"168502","Whangamatā East","Whangamata East","total",315,435,345,537
"168600","Miranda-Pūkorokoro","Miranda-Pukorokoro","0",24,24,36,36
"168600","Miranda-Pūkorokoro","Miranda-Pukorokoro","1",90,-999,63,-999
"168600","Miranda-Pūkorokoro","Miranda-Pukorokoro","total",114,24,99,39
"168701","Hauraki Plains North","Hauraki Plains North","0",48,48,78,78
"168701","Hauraki Plains North","Hauraki Plains North","1",153,15,147,15
"168701","Hauraki Plains North","Hauraki Plains North","total",204,66,222,90
"168800","Hauraki Plains East","Hauraki Plains East","0",87,87,93,93
"168800","Hauraki Plains East","Hauraki Plains East","1",135,39,174,54
"168800","Hauraki Plains East","Hauraki Plains East","total",225,129,267,147
"168901","Ngatea","Ngatea","0",225,225,255,255
"168901","Ngatea","Ngatea","1",42,711,51,762
"168901","Ngatea","Ngatea","total",270,936,303,1014
"169000","Hauraki Plains South","Hauraki Plains South","0",96,96,96,96
"169000","Hauraki Plains South","Hauraki Plains South","1",216,9,192,12
"169000","Hauraki Plains South","Hauraki Plains South","total",309,105,288,108
"169100","Paeroa Rural","Paeroa Rural","0",102,102,102,102
"169100","Paeroa Rural","Paeroa Rural","1",234,87,201,93
"169100","Paeroa Rural","Paeroa Rural","total",333,189,303,192
"169200","Paeroa","Paeroa","0",360,360,348,348
"169200","Paeroa","Paeroa","1",150,207,189,240
"169200","Paeroa","Paeroa","total",510,564,537,591
"169301","Waihī Rural","Waihi Rural","0",72,72,93,93
"169301","Waihī Rural","Waihi Rural","1",243,51,282,69
"169301","Waihī Rural","Waihi Rural","total",312,120,375,162
"169401","Waihī North","Waihi North","0",156,156,183,183
"169401","Waihī North","Waihi North","1",57,465,99,393
"169401","Waihī North","Waihi North","total",213,621,282,576
"169500","Waihī East","Waihi East","0",72,72,87,87
"169500","Waihī East","Waihi East","1",129,120,117,111
"169500","Waihī East","Waihi East","total",201,189,204,198
"169600","Waihī South","Waihi South","0",54,54,66,66
"169600","Waihī South","Waihi South","1",243,45,207,45
"169600","Waihī South","Waihi South","total",294,96,276,111
"169700","Aka Aka","Aka Aka","0",183,183,216,216
"169700","Aka Aka","Aka Aka","1",414,147,450,189
"169700","Aka Aka","Aka Aka","total",600,330,669,408
"169800","Mangatangi","Mangatangi","0",114,114,105,105
"169800","Mangatangi","Mangatangi","1",84,120,114,123
"169800","Mangatangi","Mangatangi","total",195,237,219,228
"169901","Tuakau Rural","Tuakau Rural","0",30,30,54,54
"169901","Tuakau Rural","Tuakau Rural","1",246,138,231,135
"169901","Tuakau Rural","Tuakau Rural","total",279,171,285,189
"170001","Tuakau North","Tuakau North","0",96,96,108,108
"170001","Tuakau North","Tuakau North","1",474,87,573,108
"170001","Tuakau North","Tuakau North","total",570,183,684,219
"170101","Onewhero","Onewhero","0",279,279,234,234
"170101","Onewhero","Onewhero","1",144,237,174,186
"170101","Onewhero","Onewhero","total",423,513,405,420
"170201","Pōkeno Rural","Pokeno Rural","0",27,27,39,39
"170201","Pōkeno Rural","Pokeno Rural","1",258,33,291,36
"170201","Pōkeno Rural","Pokeno Rural","total",285,57,330,75
"170300","Tuakau South","Tuakau South","0",135,135,222,222
"170300","Tuakau South","Tuakau South","1",180,381,210,708
"170300","Tuakau South","Tuakau South","total",318,516,432,930
"170400","Port Waikato-Waikaretu","Port Waikato-Waikaretu","0",12,12,24,24
"170400","Port Waikato-Waikaretu","Port Waikato-Waikaretu","1",81,18,84,54
"170400","Port Waikato-Waikaretu","Port Waikato-Waikaretu","total",96,33,105,75
"170501","Pōkeno North","Pokeno North","0",192,192,318,318
"170501","Pōkeno North","Pokeno North","1",243,66,462,291
"170501","Pōkeno North","Pokeno North","total",435,258,783,609
"170502","Pōkeno South","Pokeno South","0",-999,-999,72,72
"170502","Pōkeno South","Pokeno South","1",48,-999,501,21
"170502","Pōkeno South","Pokeno South","total",54,-999,573,96
"170600","Pukekawa","Pukekawa","0",93,93,102,102
"170600","Pukekawa","Pukekawa","1",201,12,249,15
"170600","Pukekawa","Pukekawa","total",291,105,351,117
"170700","Maramarua","Maramarua","0",63,63,93,93
"170700","Maramarua","Maramarua","1",219,6,243,39
"170700","Maramarua","Maramarua","total",285,72,339,132
"170802","Te Kauwhata West","Te Kauwhata West","0",12,12,33,33
"170802","Te Kauwhata West","Te Kauwhata West","1",72,-999,177,-999
"170802","Te Kauwhata West","Te Kauwhata West","total",87,12,210,33
"170803","Whangamarino","Whangamarino","0",30,30,33,33
"170803","Whangamarino","Whangamarino","1",135,126,147,18
"170803","Whangamarino","Whangamarino","total",168,156,177,51
"170901","Te Ākau","Te Akau","0",120,120,120,120
"170901","Te Ākau","Te Akau","1",171,39,165,54
"170901","Te Ākau","Te Akau","total",291,159,285,171
"171101","Te Kauwhata East","Te Kauwhata East","0",249,249,306,306
"171101","Te Kauwhata East","Te Kauwhata East","1",45,360,99,411
"171101","Te Kauwhata East","Te Kauwhata East","total",297,612,405,720
"171201","Huntly Rural","Huntly Rural","0",102,102,96,96
"171201","Huntly Rural","Huntly Rural","1",285,102,255,72
"171201","Huntly Rural","Huntly Rural","total",390,204,351,168
"171300","Waerenga","Waerenga","0",66,66,48,48
"171300","Waerenga","Waerenga","1",99,24,102,42
"171300","Waerenga","Waerenga","total",162,90,147,87
"171400","Huntly West","Huntly West","0",288,288,267,267
"171400","Huntly West","Huntly West","1",213,318,231,249
"171400","Huntly West","Huntly West","total",501,606,498,513
"171501","Huntly East","Huntly East","0",201,201,222,222
"171501","Huntly East","Huntly East","1",333,138,402,105
"171501","Huntly East","Huntly East","total",537,342,627,327
"171502","Huntly South","Huntly South","0",48,48,72,72
"171502","Huntly South","Huntly South","1",198,117,165,138
"171502","Huntly South","Huntly South","total",249,165,237,207
"171601","Raglan","Raglan","0",330,330,405,405
"171601","Raglan","Raglan","1",201,132,234,153
"171601","Raglan","Raglan","total",531,462,636,555
"171700","Whitikahu","Whitikahu","0",156,156,144,144
"171700","Whitikahu","Whitikahu","1",300,27,279,36
"171700","Whitikahu","Whitikahu","total",456,183,426,183
"171801","Te Uku","Te Uku","0",138,138,153,153
"171801","Te Uku","Te Uku","1",171,114,198,123
"171801","Te Uku","Te Uku","total",309,252,351,279
"171803","Whale Bay","Whale Bay","0",27,27,33,33
"171803","Whale Bay","Whale Bay","1",156,12,141,21
"171803","Whale Bay","Whale Bay","total",183,39,174,54
"171901","Taupiri-Lake Kainui","Taupiri-Lake Kainui","0",51,51,75,75
"171901","Taupiri-Lake Kainui","Taupiri-Lake Kainui","1",318,93,327,57
"171901","Taupiri-Lake Kainui","Taupiri-Lake Kainui","total",369,144,402,129
"172001","Ngāruawāhia North","Ngaruawahia North","0",90,90,153,153
"172001","Ngāruawāhia North","Ngaruawahia North","1",288,198,381,219
"172001","Ngāruawāhia North","Ngaruawahia North","total",378,288,534,369
"172100","Ngāruawāhia Central","Ngaruawahia Central","0",81,81,120,120
"172100","Ngāruawāhia Central","Ngaruawahia Central","1",417,159,465,195
"172100","Ngāruawāhia Central","Ngaruawahia Central","total",495,240,588,321
"172201","Ngāruawāhia South","Ngaruawahia South","0",87,87,87,87
"172201","Ngāruawāhia South","Ngaruawahia South","1",315,126,336,135
"172201","Ngāruawāhia South","Ngaruawahia South","total",402,213,423,222
"172300","Kainui-Gordonton","Kainui-Gordonton","0",180,180,165,165
"172300","Kainui-Gordonton","Kainui-Gordonton","1",222,375,279,348
"172300","Kainui-Gordonton","Kainui-Gordonton","total",405,555,444,513
"172401","Te Kōwhai","Te Kowhai","0",222,222,252,252
"172401","Te Kōwhai","Te Kowhai","1",210,102,258,162
"172401","Te Kōwhai","Te Kowhai","total",435,327,510,417
"172500","Whatawhata West","Whatawhata West","0",6,6,9,9
"172500","Whatawhata West","Whatawhata West","1",84,-999,114,-999
"172500","Whatawhata West","Whatawhata West","total",90,6,123,9
"172601","Horotiu","Horotiu","0",39,39,36,36
"172601","Horotiu","Horotiu","1",69,135,72,135
"172601","Horotiu","Horotiu","total",108,177,108,171
"172700","Horsham Downs","Horsham Downs","0",48,48,39,39
"172700","Horsham Downs","Horsham Downs","1",105,288,129,255
"172700","Horsham Downs","Horsham Downs","total",153,336,168,291
"172800","Whatawhata East","Whatawhata East","0",186,186,216,216
"172800","Whatawhata East","Whatawhata East","1",378,81,465,87
"172800","Whatawhata East","Whatawhata East","total",564,267,681,303
"172900","Rotokauri","Rotokauri","0",48,48,54,54
"172900","Rotokauri","Rotokauri","1",162,153,156,144
"172900","Rotokauri","Rotokauri","total",210,204,213,195
"173000","Hamilton Park","Hamilton Park","0",84,84,75,75
"173000","Hamilton Park","Hamilton Park","1",336,105,360,201
"173000","Hamilton Park","Hamilton Park","total",420,189,438,276
"173100","Eureka-Tauwhare","Eureka-Tauwhare","0",135,135,123,123
"173100","Eureka-Tauwhare","Eureka-Tauwhare","1",399,108,402,111
